hotel,proveedor,fecha_inicio,fecha_fin,tipo_habitacion,tarifa_sencilla,tarifa_doble,tarifa_triple,tarifa_cuadruple,tarifa_primer_menor,tarifa_segundo_menor,tarifa_junior,habitaciones_disponibles,observaciones,estado
QUALTON IXTAPA,Para Compartir,2026-10-18,2026-10-20,Estándar,2598.0,1699.0,1599.0,,0.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-10-23,2026-10-25,Estándar,3098.0,1949.0,1849.0,,499.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-10-30,2026-11-01,Estándar,3098.0,1949.0,1849.0,,499.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-11-01,2026-11-03,Estándar,2398.0,1599.0,1499.0,,499.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-11-06,2026-11-08,Estándar,3198.0,1999.0,1899.0,,599.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-11-08,2026-11-10,Estándar,2398.0,1599.0,1499.0,,499.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-11-15,2026-11-17,Estándar,2398.0,1599.0,1499.0,,499.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-11-20,2026-11-22,Estándar,3198.0,1999.0,1899.0,,599.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-11-22,2026-11-24,Estándar,2598.0,1699.0,1599.0,,499.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-11-27,2026-11-29,Estándar,3198.0,1999.0,1899.0,,599.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-11-29,2026-12-01,Estándar,2398.0,1599.0,1499.0,,499.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-12-04,2026-12-06,Estándar,3198.0,1999.0,1899.0,,599.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-12-11,2026-12-13,Estándar,3198.0,1999.0,1899.0,,599.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-12-13,2026-12-15,Estándar,2398.0,1599.0,1499.0,,499.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-12-18,2026-12-20,Estándar,3398.0,2099.0,1999.0,,599.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-12-24,2026-12-27,Estándar,4398.0,2599.0,2499.0,,699.0,,,,,Activo
QUALTON IXTAPA,Para Compartir,2026-12-27,2026-12-30,Estándar,4398.0,2599.0,2499.0,,699.0,,,,,Activo
Riu Emerald Bay,Pre-compras 2026,2026-02-12,2026-02-15,Estandar,4132.0,2849.0,2612.0,,998.0,998.0,2137.0,7.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Riu Emerald Bay ,Pre-compras 2026,2026-02-12,2026-02-15,Estandar,4132.0,2849.0,2612.0,,998,998,2137,2.0,"Precompra - Anticipo $2,500 MXN no reembolsable",Activo
SUNSCAPE IXTAPA,Para Compartir,2026-02-15,2026-02-17,Estándar,3634.0,2423.0,2261.0,,263.0,,,,VISTA AL MAR / PAGO INMEDIATO,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-02-20,2026-02-22,Estándar,4007.0,2670.0,1994.0,,925.0,,,,,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-03-08,2026-03-10,Estándar,3634.0,2423.0,2261.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-04-12,2026-04-14,Estándar,3634.0,2423.0,2261.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-05-17,2026-05-19,Estándar,3634.0,2423.0,2261.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-05-31,2026-06-02,Estándar,3634.0,2423.0,2261.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-06-14,2026-06-16,Estándar,3634.0,2423.0,2261.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-09-27,2026-09-29,Estándar,3516.0,2344.0,2188.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-10-11,2026-10-13,Estándar,3516.0,2344.0,2188.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-10-25,2026-10-27,Estándar,3516.0,2344.0,2188.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-11-08,2026-11-10,Estándar,3806.0,2538.0,2368.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-11-22,2026-11-24,Estándar,3806.0,2538.0,2368.0,,263.0,,,,VISTA AL MAR,Activo
SUNSCAPE IXTAPA,Para Compartir,2026-12-06,2026-12-08,Estándar,3806.0,2538.0,2368.0,,263.0,,,,VISTA AL MAR,Activo
The Grand At Moon Palace,Pre-compras 2026,2026-04-30,2026-05-03,Grand Deluxe Garden View,12788.0,6394.0,5920.66,,0.0,0.0,0.0,0.0,"Anticipo $2,500 MXN no reembolsable. Liquidar 32 días antes. Comisionable 14%.",Activo
Xcaret México,Xcaret,2026-04-30,2026-05-03,Suite Garden,15200.0,7600.0,,,,,2667.0,,Tarifa por persona por noche,Activo
Xcaret México,Xcaret,2026-05-14,2026-05-17,Suite Garden,15200.0,7600.0,,,,,2667.0,,Tarifa por persona por noche,Activo
Xcaret México,Xcaret,2026-06-25,2026-06-28,Suite Garden,15734.0,7867.0,,,,,2867.0,,Tarifa por persona por noche,Activo
Xcaret México,Xcaret,2026-06-28,2026-07-01,Suite Garden,15734.0,7867.0,,,,,2867.0,,Tarifa por persona por noche,Activo
Xcaret México,Xcaret,2026-10-01,2026-10-04,Suite Garden,15200.0,7600.0,,,,,2667.0,,Tarifa por persona por noche,Activo
Xcaret México,Xcaret,2026-10-09,2026-10-12,Suite Garden,15200.0,7600.0,,,,,2667.0,,Tarifa por persona por noche,Activo
Xcaret México,Xcaret,2026-10-19,2026-10-22,Suite Garden,15867.0,7934.0,,,,,2867.0,,Tarifa por persona por noche,Activo
